system:index,0_constant,1_B0_median,1_B1_median,1_B2_median,1_B3_median,1_B4_median,2_B0_median,2_B1_median,2_B2_median,2_B3_median,2_B4_median,cat,com_set1,com_set2,fid,finHarvDat,id,lab_set1,lab_set2,lat,lon,rd_id,set,strata,val_set1,x,y,.geo
000000000000000000a7_0,0,465.0,796.0,955.0,2946.0,65535.0,424.0,678.0,679.0,2774.0,65535.0,237,Noise,Unclear,237.0,,236,Yuval,Blake,48.6687995625846,31.8088534009498,416,free_ukraine,20,2.0,132972.0,410640.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.8089399687944,48.6687008842064]}"
000000000000000000c9_0,0,450.0,678.0,726.0,2694.0,65535.0,526.0,784.0,831.0,3050.0,65535.0,315,Fallow,Fallow,315.0,,314,Saeed,Shabri,48.8808214512504,37.8092350161756,547,free_ukraine,20,2.0,570972.0,460212.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.80932674059916,48.88070329125861]}"
000000000000000000d2_0,0,383.0,663.0,538.0,3128.0,65535.0,636.0,877.0,1234.0,2280.0,65535.0,435,Unclear,Unclear,435.0,,434,Saeed,Shabri,49.8923961096035,27.0198328510403,497,free_ukraine,21,2.0,-214056.0,549312.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.01993135762482,49.8922961327056]}"
0000000000000000002f_0,0,517.0,755.0,1059.0,2352.0,65535.0,503.0,663.0,803.0,2500.0,65535.0,227,Harvested 26/06/22 - Silage,Unclear,227.0,26/06/22,226,Josef,Yuval,49.9339434109754,37.31539650057469,109,free_ukraine,20,1.0,524436.0,573612.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.315432997390246,49.93388813036034]}"
0000000000000000005a_0,3,336.0,606.0,553.0,3334.0,65535.0,831.0,1147.0,1507.0,2651.0,65535.0,508,Harvested 23/07/2022,Unclear,508.0,23/07/22,507,Fangjie,Shabri,50.0892918775573,27.8994964306016,239,free_ukraine,21,1.0,-150324.0,569232.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.899561683834655,50.0892068429846]}"
00000000000000000078_0,0,429.0,675.0,785.0,2229.0,65535.0,460.0,709.0,824.0,2849.0,65535.0,104,Harvested 310722-050822,Unclear,104.0,03/08/22,103,Blake,Shabri,51.3663530340459,31.4193604450774,360,free_ukraine,20,1.0,99108.0,710028.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.41943046160018,51.366251850888915]}"
00000000000000000079_0,0,304.0,603.0,487.0,3419.0,65535.0,362.0,633.0,714.0,3230.0,65535.0,320,"Harvested 300722-060822, but not great imagery",Unclear,320.0,03/08/22,319,Blake,Shabri,49.6105364956956,23.57352353473,284,free_ukraine,20,1.0,-463692.0,532356.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.57363460162869,49.61049462807731]}"
000000000000000000a3_0,0,714.0,944.0,1233.0,2386.0,65535.0,572.0,793.0,897.0,2737.0,65535.0,344,Harvested 1407-250722,Unclear - Harvested 29/05-07/06/22,344.0,20/07/22,343,Yuval,Josef,51.0118975835886,25.2492213992398,424,free_ukraine,20,1.0,-333852.0,679572.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.249262101096832,51.011776639775356]}"
000000000000000000ab_0,2,708.0,1054.0,1424.0,2684.0,65535.0,553.0,703.0,988.0,1797.0,65535.0,491,Harvested 1306-070722,Fallow,491.0,26/06/22,490,Yuval,Shabri,45.7152018797579,29.1763408701989,401,free_ukraine,21,1.0,-63888.0,80112.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.176427028682145,45.71513006154983]}"
00000000000000000017_0,0,488.0,732.0,1179.0,2289.0,65535.0,494.0,724.0,1100.0,1962.0,65535.0,361,"Burnt 15/07/22, Shelling",Harvested 01/07-13/07/2022 - Burnt 15/07/2022,361.0,,360,Shabri,Fangjie,48.7018155035669,38.2048808603449,68,occ_ukraine,20,0.0,601812.0,443220.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.204944791725396,48.701758886662006]}"
00000000000000000020_0,1,610.0,814.0,1166.0,1959.0,65535.0,851.0,1211.0,1703.0,2721.0,65535.0,522,Interesting,Harvested 21/07/2022,522.0,,521,Shabri,Fangjie,46.3363316083633,34.5971949239194,13,occ_ukraine,21,0.0,352488.0,159048.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.5973106107014,46.33622524899007]}"
00000000000000000025_0,0,430.0,594.0,799.0,1886.0,65535.0,468.0,655.0,790.0,2039.0,65535.0,578,"PartialHarvest, Interesting",Not Harvested Winter,578.0,,577,Shabri,Yuval,47.2470793312341,33.7602044374621,71,occ_ukraine,21,0.0,283668.0,257232.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.76026042895883,47.24702711555885]}"
00000000000000000091_0,0,573.0,815.0,963.0,2430.0,65535.0,543.0,825.0,963.0,2903.0,65535.0,99,,Harvested 30/06-03/07/2022,99.0,,98,Blake,Fangjie,45.1218403011826,34.9393680406133,314,occ_ukraine,20,0.0,386916.0,25344.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.93947890242252,45.12179281638889]}"
000000000000000000b9_0,0,505.0,734.0,1047.0,2108.0,65535.0,513.0,719.0,1021.0,1947.0,65535.0,331,"Burnt
230822",Harvested 07/07-20/07/2022,331.0,,330,Yuval,Fangjie,47.4405908234182,36.4927057520914,445,occ_ukraine,20,0.0,487740.0,291732.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.49275586019359,47.440524227758196]}"
000000000000000000e1_0,0,399.0,599.0,763.0,2783.0,65535.0,386.0,576.0,660.0,2371.0,65535.0,140,,Harvested 08/07-25/07/2022,140.0,,139,Saeed,Fangjie,49.1422228806632,39.3126177455223,466,occ_ukraine,20,0.0,677124.0,500700.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.31265736857318,49.142113038937396]}"
000000000000000000ec_0,0,468.0,672.0,944.0,1941.0,65535.0,504.0,700.0,949.0,2039.0,65535.0,466,,Harvested 290822-020922,466.0,,465,Saeed,Blake,47.6071859669081,36.8136472979006,477,occ_ukraine,21,0.0,510240.0,312216.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.81372391120949,47.60707188143395]}"
0000000000000000001f_0,2,721.0,1029.0,1560.0,2722.0,65535.0,616.0,900.0,1312.0,2217.0,65535.0,577,Unclear,Harvested 16/07-20/07/22,577.0,,576,Shabri,Josef,47.3663464122728,35.5949560019772,12,occ_ukraine,21,2.0,420984.0,278460.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.59506939677295,47.36623355376151]}"
0000000000000000003f_0,0,528.0,854.0,1037.0,2842.0,65535.0,544.0,805.0,1049.0,2705.0,65535.0,112,Fallow -tilled,Harvested 26/07/2022,112.0,,111,Josef,Fangjie,46.8502949124796,35.7087919857059,107,occ_ukraine,20,2.0,433572.0,221640.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.70888594327089,46.85024125456326]}"
00000000000000000049_0,3,565.0,839.0,1249.0,2102.0,65535.0,700.0,1193.0,1879.0,3232.0,65535.0,574,Border,Harvested 05/07/2022,574.0,,573,Josef,Fangjie,45.5277970365076,32.7807991045509,124,occ_ukraine,21,2.0,216372.0,62580.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.780917106211724,45.5277414932825]}"
000000000000000000e0_0,0,455.0,713.0,867.0,2300.0,65535.0,528.0,776.0,1045.0,2346.0,65535.0,384,Fallow,Harvested 10/07-16/07/2022,384.0,,383,Saeed,Fangjie,49.4906596948897,40.0382072566456,524,occ_ukraine,20,2.0,724848.0,545472.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.038316455084924,49.49056953764735]}"
0000000000000000001e_0,1,927.0,1251.0,1671.0,2531.0,65535.0,942.0,1204.0,1616.0,2494.0,65535.0,441,Harvested 03/07/22,Harvested 29/06-01/07/22,441.0,03/07/22,440,Shabri,Josef,46.9801193488679,35.1544354437402,60,occ_ukraine,21,1.0,390612.0,233280.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.15453558144073,46.98004781311853]}"
00000000000000000021_0,1,1172.0,1786.0,2648.0,3884.0,65535.0,1161.0,1741.0,2533.0,3554.0,65535.0,549,Harvested 01/07/22,Harvested 01/07/2022,549.0,01/07/22,548,Shabri,Fangjie,46.0935251266983,33.8556934735951,79,occ_ukraine,21,1.0,296964.0,129036.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.855751343660735,46.09341062769256]}"
00000000000000000022_0,0,561.0,802.0,1141.0,2139.0,65535.0,496.0,729.0,963.0,1859.0,65535.0,526,Harvested 23/08/22,"Harvest 200822-230822, but a bit unclear",526.0,23/08/22,525,Shabri,Blake,47.9606701466649,38.0939434346286,81,occ_ukraine,21,1.0,601908.0,360216.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.09400285413663,47.96055894573499]}"
00000000000000000024_0,2,596.0,882.0,1422.0,2672.0,65535.0,947.0,1278.0,1711.0,2567.0,65535.0,564,"Harvested 08/07/22, Shelling",Harvested 0707-080722,564.0,08/07/22,563,Shabri,Yuval,46.9296717011943,34.7489976261403,42,occ_ukraine,21,1.0,360252.0,225792.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.749036062189184,46.929562494151014]}"
0000000000000000003e_0,0,487.0,682.0,786.0,2417.0,65535.0,426.0,687.0,693.0,2296.0,65535.0,316,Harvested 29/07/22,Harvested 30/07/2022,316.0,29/07/22,315,Josef,Fangjie,44.9272524597128,34.2491016034603,144,occ_ukraine,20,1.0,334032.0,612.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.24921343810508,44.9272177258486]}"
00000000000000000046_0,1,565.0,813.0,1250.0,2337.0,65535.0,1189.0,1725.0,2475.0,3771.0,65535.0,516,Harvested 14/07/22,Harvested 14/07/22,516.0,14/07/22,515,Josef,Shabri,46.184253380265,32.5942201737084,113,occ_ukraine,21,1.0,199524.0,135300.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.5943370217001,46.18414047138863]}"
00000000000000000047_0,2,701.0,1041.0,1511.0,2659.0,65535.0,1261.0,1853.0,2665.0,4399.0,65535.0,476,Harvested 16/07/22,Harvested 18/07/22,476.0,16/07/22,475,Josef,Shabri,49.6463385813593,39.1630717307675,179,occ_ukraine,21,1.0,659988.0,555228.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.16317770529569,49.64624757638527]}"
00000000000000000048_0,1,1019.0,1411.0,1908.0,2791.0,65535.0,670.0,905.0,1295.0,1802.0,65535.0,567,Harvested 20/06-22/06/22,Harvested 22/06/2022,567.0,21/06/22,566,Josef,Fangjie,46.357914288525,34.2925901283887,158,occ_ukraine,21,1.0,329028.0,160176.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.292691897856464,46.35787464733735]}"
0000000000000000004b_0,0,441.0,675.0,1073.0,2292.0,65535.0,480.0,705.0,1128.0,1976.0,65535.0,565,Harvested 30/07/22,Harvested 290722-300722,565.0,30/07/22,564,Josef,Blake,49.7723809261281,38.5522439092886,135,occ_ukraine,21,1.0,614688.0,564384.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.552323312094416,49.77228121074724]}"
0000000000000000004c_0,3,570.0,847.0,1389.0,2553.0,65535.0,675.0,931.0,1490.0,2305.0,65535.0,500,Harvested 19/07/22,Harvested 190722,500.0,19/07/22,499,Josef,Yuval,47.5197497069659,38.2270885911155,119,occ_ukraine,21,1.0,616740.0,312300.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.22713317924315,47.519665804289126]}"
0000000000000000004d_0,3,526.0,762.0,1042.0,2117.0,65535.0,862.0,1180.0,1616.0,2515.0,65535.0,531,Harvested 15/07/22,Harvested 070722,531.0,15/07/22,530,Josef,Yuval,47.1609051753326,36.8171474993129,161,occ_ukraine,21,1.0,514668.0,262644.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.81722734081756,47.160788848283374]}"
0000000000000000006f_0,1,751.0,1171.0,1871.0,3221.0,65535.0,766.0,1069.0,1552.0,2616.0,65535.0,503,Harvested 08/07/2022,Harvested 08/07/22,503.0,08/07/22,502,Fangjie,Shabri,47.12680212694,36.0753552501348,231,occ_ukraine,21,1.0,459060.0,254412.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.075398579191656,47.126742699015246]}"
00000000000000000070_0,3,567.0,856.0,1287.0,2409.0,65535.0,1076.0,1573.0,2280.0,3779.0,65535.0,458,Harvested 14/07/2022,Harvested 09/07-14/07/22,458.0,14/07/22,457,Fangjie,Josef,49.2650882535816,39.1470299073322,235,occ_ukraine,21,1.0,663600.0,512928.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.14709786170995,49.26500256980494]}"
00000000000000000071_0,3,535.0,770.0,1138.0,2528.0,65535.0,909.0,1238.0,1704.0,2747.0,65535.0,547,Harvested 10/07/2022,Harvested 08/07 - 10/07/22,547.0,10/07/22,546,Fangjie,Josef,46.5750489057768,33.9651770325942,187,occ_ukraine,21,1.0,302772.0,183096.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.9652559767949,46.574997451509034]}"
00000000000000000072_0,3,535.0,769.0,1207.0,2276.0,65535.0,633.0,877.0,1336.0,2409.0,65535.0,532,Harvested 30/07/2022,Harvested 300722,532.0,30/07/22,531,Fangjie,Blake,49.2572030370485,37.9476637887746,250,occ_ukraine,21,1.0,576972.0,502908.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.94775712588198,49.25709739530469]}"
00000000000000000073_0,1,449.0,730.0,1008.0,2406.0,65535.0,520.0,756.0,1043.0,2407.0,65535.0,429,Harvested 25/06/2022,"Harvested 200622, unclear",429.0,25/06/22,428,Fangjie,Blake,47.4365033635588,33.5008768921514,228,occ_ukraine,21,1.0,263208.0,277464.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.50091680643352,47.436391977451244]}"
00000000000000000074_0,0,550.0,769.0,1139.0,2021.0,65535.0,576.0,812.0,1169.0,2167.0,65535.0,513,Harvested 24/07/2022,Harvested 2107-240722,513.0,24/07/22,512,Fangjie,Yuval,47.4021276923656,36.9529650402535,243,occ_ukraine,21,1.0,522600.0,290316.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.95305261177643,47.40207633359788]}"
00000000000000000075_0,3,371.0,607.0,759.0,1961.0,65535.0,626.0,901.0,1298.0,2617.0,65535.0,515,Harvested 31/07/2022,Harvested 310722,515.0,31/07/22,514,Fangjie,Yuval,49.3613253684404,39.2186230765144,188,occ_ukraine,21,1.0,667560.0,524160.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.218693589854276,49.361212136734146]}"
00000000000000000093_0,0,435.0,626.0,798.0,1757.0,65535.0,516.0,707.0,981.0,1807.0,65535.0,73,Harvested 180722-210722,Harvested 210722,73.0,19/07/22,72,Blake,Yuval,48.5214768023322,39.1102379407389,307,occ_ukraine,20,1.0,670200.0,430320.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.11035676658946,48.5213771776108]}"
00000000000000000096_0,2,626.0,936.0,1198.0,2709.0,65535.0,692.0,982.0,1214.0,2727.0,65535.0,436,Harvested 130722-180722,Harvested 14/07/22 - 19/07/22,436.0,15/07/22,435,Blake,Shabri,45.3830692019439,33.9445390508473,356,occ_ukraine,21,1.0,307644.0,50196.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.94459472526015,45.38302290101085]}"
00000000000000000097_0,3,595.0,852.0,1204.0,2243.0,65535.0,1171.0,1658.0,2257.0,3368.0,65535.0,452,Harvested 120722-130722,Harvested 14/07/22,452.0,12/07/22,451,Blake,Shabri,46.7539582379016,34.7612620248965,354,occ_ukraine,21,1.0,362328.0,206280.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.76134298158162,46.753852024577235]}"
00000000000000000098_0,1,577.0,827.0,1120.0,2456.0,65535.0,923.0,1257.0,1775.0,2615.0,65535.0,591,Harvested 070722-100722,Harvested 05/07/22 - Tilled 06/07/22 interesting,591.0,08/07/22,590,Blake,Josef,46.3253906757772,33.2536580577625,370,occ_ukraine,21,1.0,249588.0,152856.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.253700440243826,46.32535563405222]}"
00000000000000000099_0,2,646.0,958.0,1503.0,2606.0,65535.0,642.0,911.0,1371.0,2381.0,65535.0,572,Harvested 200722-240722,Harvested 20/07/22,572.0,22/07/22,571,Blake,Josef,49.2603973670277,39.4055376074863,368,occ_ukraine,21,1.0,682332.0,514548.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.40563300047955,49.260331330327524]}"
0000000000000000009a_0,3,494.0,786.0,974.0,2607.0,65535.0,810.0,1091.0,1562.0,2860.0,65535.0,477,Harvested 020722-030722,Harvested 03/07/2022,477.0,02/07/22,476,Blake,Fangjie,45.7468604360661,34.1675543883753,328,occ_ukraine,21,1.0,322944.0,91596.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.16764641030703,45.746750759550835]}"
0000000000000000009b_0,2,713.0,1018.0,1649.0,2781.0,65535.0,1400.0,2084.0,3056.0,4568.0,65535.0,539,Harvested 090722-100722,Harvested 10/07/2022,539.0,09/07/22,538,Blake,Fangjie,48.7900287163997,39.7334100182982,339,occ_ukraine,21,1.0,712260.0,465336.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.73351807918317,48.78997344756254]}"
0000000000000000009c_0,1,1124.0,1547.0,2191.0,3372.0,65535.0,1051.0,1475.0,1914.0,3368.0,65535.0,473,Harvested 210622,Harvested 1906-210622,473.0,21/06/22,472,Blake,Yuval,46.3514894789461,32.4892720296639,289,occ_ukraine,21,1.0,190884.0,153696.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.489323964986525,46.351406777291686]}"
0000000000000000009d_0,2,702.0,1038.0,1673.0,3024.0,65535.0,849.0,1135.0,1730.0,2549.0,65535.0,595,Harvested 130822,Harvested 1108-130822,595.0,13/08/22,594,Blake,Yuval,47.4140721042049,37.4862603325108,315,occ_ukraine,21,1.0,562452.0,295200.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.48638239595819,47.414023926876666]}"
000000000000000000b4_0,0,420.0,628.0,866.0,2025.0,65535.0,537.0,782.0,1092.0,2217.0,65535.0,389,Harvested 1607-250722,Harvested 24/07/22,389.0,21/07/22,388,Yuval,Shabri,49.269567619712,38.6273613972016,455,occ_ukraine,20,1.0,625992.0,509304.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.627422469846806,49.26949414622554]}"
000000000000000000b8_0,0,450.0,679.0,891.0,2634.0,65535.0,506.0,725.0,872.0,2481.0,65535.0,396,Harvested 200722,Harvested 20/07/2022,396.0,20/07/22,395,Yuval,Fangjie,47.8169356187553,37.7312461169229,462,occ_ukraine,20,1.0,576540.0,341640.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.73135297393758,47.81682850027586]}"
000000000000000000be_0,0,299.0,475.0,556.0,1906.0,65535.0,492.0,706.0,1008.0,2158.0,65535.0,411,Harvested 1208-180822,Harvested 18/08/22,411.0,15/08/22,410,Yuval,Shabri,49.7652118730316,39.0041054172501,395,occ_ukraine,21,1.0,647124.0,567096.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.00417590000653,49.76509468847428]}"
000000000000000000bf_0,3,584.0,877.0,1366.0,2542.0,65535.0,652.0,969.0,1558.0,2563.0,65535.0,488,Harvested 2007-240722,Harvested 28/07/22,488.0,22/07/22,487,Yuval,Shabri,48.4434793763215,39.3495854295394,383,occ_ukraine,21,1.0,688728.0,423684.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.3496679582789,48.44340341094923]}"
000000000000000000c0_0,2,839.0,1260.0,1585.0,3654.0,65535.0,759.0,1078.0,1323.0,2977.0,65535.0,519,Harvested 0507-070722,Harvested 05/07-07/07/22,519.0,06/07/22,518,Yuval,Josef,47.3189130660085,35.1656698546758,392,occ_ukraine,21,1.0,389064.0,271044.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.16576452249223,47.31880250676]}"
000000000000000000c1_0,0,469.0,688.0,978.0,2054.0,65535.0,456.0,673.0,908.0,1941.0,65535.0,557,Harvested 3107-090822,Harvested 07/08-09/08/22,557.0,05/08/22,556,Yuval,Josef,47.4715850863793,36.4744410843264,403,occ_ukraine,21,1.0,486096.0,295068.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.47452005992596,47.47151610506032]}"
000000000000000000c2_0,2,619.0,895.0,1256.0,2496.0,65535.0,748.0,1224.0,1814.0,3269.0,65535.0,535,Harvested 0707-080722,Harvested 08/07/2022,535.0,09/07/22,534,Yuval,Fangjie,45.3684322769322,32.9071689815211,390,occ_ukraine,21,1.0,226836.0,45156.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.90722023515893,45.368380361879694]}"
000000000000000000c3_0,0,578.0,821.0,1226.0,2267.0,65535.0,730.0,970.0,1282.0,1879.0,65535.0,484,Harvested 040722,Harvested 04/07/2022,484.0,04/07/22,483,Yuval,Fangjie,46.7144309766669,34.1044315061061,375,occ_ukraine,21,1.0,312612.0,199152.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.10449484583343,46.71432615207598]}"
000000000000000000c5_0,3,523.0,778.0,1259.0,2168.0,65535.0,663.0,878.0,1403.0,2131.0,65535.0,538,Harvested 200722,Harvested 190722-230722,538.0,20/07/22,537,Yuval,Blake,47.5459540302487,38.2708949595568,376,occ_ukraine,21,1.0,619716.0,315540.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.27097096510818,47.545896610585416]}"
000000000000000000de_0,0,341.0,590.0,583.0,2815.0,65535.0,482.0,754.0,910.0,2675.0,65535.0,240,Harvested 240722,Harvested 22/07-24/07/22,240.0,24/07/22,239,Saeed,Josef,48.1958036094554,39.7420879376343,533,occ_ukraine,20,1.0,720804.0,399672.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.74214190591072,48.195737887117474]}"
000000000000000000e3_0,0,323.0,503.0,646.0,1624.0,65535.0,418.0,608.0,715.0,2172.0,65535.0,11,Harvested 200722,Harvested 190722-220722,11.0,20/07/22,10,Saeed,Blake,47.1315675126542,33.4651503843706,501,occ_ukraine,20,1.0,261972.0,243372.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.46525368965398,47.13150377002108]}"
000000000000000000e4_0,0,559.0,780.0,1156.0,1966.0,65535.0,544.0,763.0,1196.0,2082.0,65535.0,190,Harvested 1507-180722,Harvested 1507-170722,190.0,16/07/22,189,Saeed,Yuval,49.4717501749692,38.5121519414549,473,occ_ukraine,20,1.0,615312.0,530808.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.512258450422685,49.47170491668084]}"
000000000000000000e6_0,2,682.0,980.0,1490.0,2770.0,65535.0,771.0,1039.0,1519.0,2603.0,65535.0,520,Harvested 210722,Harvested 31/07/22,520.0,21/07/22,519,Saeed,Shabri,49.4957113281758,39.6447167677811,475,occ_ukraine,21,1.0,696504.0,542592.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.644764529112166,49.495600103238424]}"
000000000000000000e7_0,3,494.0,783.0,1138.0,2571.0,65535.0,1002.0,1522.0,2141.0,3700.0,65535.0,470,Harvested 0907-150722,Harvested 15/07/22,470.0,12/07/22,469,Saeed,Shabri,47.5414527617061,36.7900470235365,510,occ_ukraine,21,1.0,509088.0,304764.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.79009821923715,47.54140503416482]}"
000000000000000000e9_0,2,850.0,1395.0,2100.0,3624.0,65535.0,1044.0,1514.0,2001.0,2946.0,65535.0,536,Harvested 080722,Harvested 10/07-12/07/22,536.0,08/07/22,535,Saeed,Josef,46.2524611914983,34.2269454707723,487,occ_ukraine,21,1.0,324612.0,148164.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.22702505058733,46.252412432981714]}"
000000000000000000ea_0,2,589.0,929.0,1391.0,2752.0,65535.0,606.0,950.0,1439.0,2617.0,65535.0,425,Harvested 2307-240722,Harvested 24/07/2022,425.0,23/07/22,424,Saeed,Fangjie,46.8122486623348,33.3073419349058,492,occ_ukraine,21,1.0,251496.0,207288.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.30741969423418,46.81215268651659]}"
000000000000000000eb_0,3,654.0,833.0,1225.0,1990.0,65535.0,939.0,1359.0,2024.0,3449.0,65535.0,438,Harvested 190722,Harvested 19/07/2022,438.0,19/07/22,437,Saeed,Fangjie,46.3516505345026,32.2446205414512,504,occ_ukraine,21,1.0,172128.0,153168.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.244712713120784,46.35158644034851]}"
000000000000000000ed_0,2,625.0,887.0,1355.0,2462.0,65535.0,865.0,1263.0,1757.0,2525.0,65535.0,552,Harvested 0707-270722,Harvested 210622-250622,552.0,17/07/22,551,Saeed,Blake,46.4889506442107,34.7324892030544,471,occ_ukraine,21,1.0,361860.0,176640.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.732596892489795,46.48884901576197]}"
000000000000000000ee_0,3,542.0,831.0,1201.0,2817.0,65535.0,679.0,990.0,1439.0,2651.0,65535.0,426,Harvested 300722,Harvested 300722,426.0,30/07/22,425,Saeed,Yuval,47.1547233376622,36.6292170996618,536,occ_ukraine,21,1.0,500568.0,260784.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.62929978337976,47.154680304351366]}"
000000000000000000ef_0,2,688.0,1001.0,1526.0,2791.0,65535.0,542.0,711.0,943.0,1581.0,65535.0,487,Harvested 2508-270822,Harvested 2508-270822,487.0,26/08/22,486,Saeed,Yuval,47.5450274722908,37.1576382561431,555,occ_ukraine,21,1.0,536544.0,307524.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.15768883349886,47.544908463772884]}"
00000000000000000003_0,0,295.0,594.0,565.0,2972.0,65535.0,428.0,672.0,930.0,2169.0,65535.0,387,Interesting,Harvested 17/07/2022,387.0,,386,Shabri,Fangjie,50.9286887193963,31.6375579871393,69,free_ukraine,20,0.0,115320.0,661740.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.63763124411281,50.92859264446589]}"
00000000000000000007_0,0,391.0,585.0,649.0,2106.0,65535.0,526.0,716.0,938.0,2362.0,65535.0,135,Spring,Harvested 0607-090722,135.0,,134,Shabri,Yuval,47.0181816454608,30.5319100166533,24,free_ukraine,20,0.0,40308.0,225276.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.531984792418502,47.0181363811652]}"
0000000000000000000d_0,0,462.0,654.0,866.0,1998.0,65535.0,530.0,708.0,896.0,2035.0,65535.0,523,,Harvested 08/07/2022,523.0,,522,Shabri,Fangjie,49.5302848320215,37.0460755576563,82,free_ukraine,21,0.0,509064.0,527160.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.04611807521121,49.530185241677025]}"
00000000000000000089_0,2,617.0,877.0,1435.0,2525.0,65535.0,598.0,727.0,1055.0,1567.0,65535.0,582,,Harvested 3107-090822,582.0,,581,Blake,Yuval,49.1117376938363,36.5626518479836,335,free_ukraine,21,0.0,477972.0,477792.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.5627346208265,49.11166015080574]}"
00000000000000000002_0,0,446.0,738.0,820.0,2911.0,65535.0,216.0,570.0,288.0,5465.0,65535.0,400,"Unclear, keeps greening up and browing down",Harvested 31/07/2022 and 29/08/2022,400.0,,399,Shabri,Fangjie,50.8608493022222,32.5484844661223,32,free_ukraine,20,2.0,179688.0,655860.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.548522942210006,50.86076984051486]}"
